Category;Id;Name;LevelName;Code;Area;Length
Walls;1663328;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;0.18000000000000066;0.61125000000000407
Walls;1663414;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;1.5839999999999983;0.86874999999999747
Floors;1663477;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;8.4959999999884275;0
Walls;1663510;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;1.3920000000000765;4.6400000000002555
Walls;1663511;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.51599999999923551;1.719999999997452
Walls;1663512;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;1.3920000000000765;4.6400000000002546
Walls;1663513;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.51599999999923551;1.719999999997452
Floors;1663516;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;2.1712000000095593;0
Floors;1663896;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;26.875266229170951;0
Walls;1663998;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.49259180024610905;1.2751489864523418
Walls;1663999;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.51030202632814303;1.3310865048449294
Walls;1664000;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.51886336292621715;1.3450201637930346
